,Properties_Worldwide,Vacation_Rentals,Destinations,Countries,Review_Count,Date
46,978096,476282,93417,224,98230000,2016-JUL-17
47,978442,476511,93387,224,98230000,2016-JUL-18
48,978524,476589,93387,224,98200000,2016-JUL-19
49,986618,483737,93686,224,98500000,2016-JUL-20
50,986618,483737,93686,224,98500000,2016-JUL-20
51,987612,484351,93725,224,98500000,2016-JUL-21
52,989333,485312,93873,224,98760000,2016-JUL-23
53,990369,485931,93813,224,98720000,2016-JUL-24
54,990369,485931,93813,224,98780000,2016-JUL-24
55,990841,486243,93901,224,98780000,2016-JUL-25
56,991492,486542,93928,224,98940000,2016-JUL-27
57,992859,487208,94022,224,99350000,2016-JUL-28
58,992859,487208,94022,224,99350000,2016-JUL-28
59,994001,487896,94051,224,99350000,2016-JUL-30
60,995706,489254,94101,224,99530000,2016-JUL-30
61,995786,489551,94162,224,99530000,2016-AUG-01
62,996078,489773,94163,224,99540000,2016-AUG-01
63,996308,489940,94053,224,99540000,2016-AUG-03
64,997313,490536,94176,224,100110000,2016-AUG-03
65,1007490,498660,94176,224,100200000,2016-AUG-04
66,1007490,498660,94670,224,100250000,2016-AUG-06
67,1007490,498660,94670,224,100120000,2016-AUG-06
68,1007490,498660,94718,224,100270000,2016-AUG-07
69,1011545,501582,94754,224,100400000,2016-AUG-08
70,1013000,502543,94759,224,100460000,2016-AUG-09
71,1013000,502543,94821,224,100790000,2016-AUG-10
72,1013000,502543,94889,225,100940000,2016-AUG-11
73,1013000,502543,94900,225,101010000,2016-AUG-13
74,1013000,502543,95036,225,100950000,2016-AUG-14
75,1013000,502543,95036,225,101090000,2016-AUG-14
76,1013000,502543,95037,225,101180000,2016-AUG-15
77,1013000,502543,95136,225,101450000,2016-AUG-16
78,1013000,502543,95259,225,101610000,2016-AUG-18
79,1013000,502543,95286,224,101720000,2016-AUG-19
80,1013000,502543,95357,224,101740000,2016-AUG-19
81,1013000,502543,95378,224,101640000,2016-AUG-20
82,1013000,502543,95378,224,101810000,2016-AUG-22
83,1013000,502543,95503,224,101920000,2016-AUG-23
84,1022114,508135,95503,224,102150000,2016-AUG-23
85,1023582,509311,95548,224,102310000,2016-AUG-25
86,1024604,509862,95548,224,102370000,2016-AUG-25
87,1025593,510523,95641,224,102420000,2016-AUG-26
88,1026197,510936,95647,224,102340000,2016-AUG-28
89,1026401,511082,95779,224,102410000,2016-AUG-28
90,1026377,511063,95721,224,102590000,2016-AUG-29
91,1026877,511399,95736,224,102870000,2016-AUG-31
92,1027450,511780,95812,224,103040000,2016-SEP-01
93,1028065,512123,95845,224,103130000,2016-SEP-02
94,1029240,512738,95751,224,103180000,2016-SEP-02
95,1030114,513208,95913,225,103080000,2016-SEP-03
96,1030395,513411,95915,225,103170000,2016-SEP-04
97,1030560,513526,95539,225,103300000,2016-SEP-05
98,1031409,514129,95879,225,103520000,2016-SEP-06
99,1032417,514565,95997,225,103720000,2016-SEP-08
100,1033039,514864,95997,225,103790000,2016-SEP-09
101,1033312,514864,95997,225,103850000,2016-SEP-09
102,1033319,514408,95997,225,103710000,2016-SEP-11
103,1033483,514504,95877,225,103670000,2016-SEP-12
104,1033566,514562,96143,226,103670000,2016-SEP-12
105,1034157,514562,96223,226,103680000,2016-SEP-14
106,1035371,515505,96223,226,103710000,2016-SEP-15
107,1035922,515972,96183,226,103950000,2016-SEP-16
108,1037026,516737,96145,227,104120000,2016-SEP-16
109,1038369,517119,96169,227,104090000,2016-SEP-18
110,1038574,517178,96169,227,104140000,2016-SEP-18
111,1038794,517298,96043,227,104350000,2016-SEP-19
112,1041871,519972,96043,226,104550000,2016-SEP-20
113,1043272,518239,96193,226,104650000,2016-SEP-22
114,1043272,518239,96193,226,104740000,2016-SEP-22
115,1043395,518201,96116,226,104820000,2016-SEP-24
116,1041400,516096,96278,226,104750000,2016-SEP-24
117,1041560,516005,96168,226,104830000,2016-SEP-25
118,1041596,516016,96063,226,105000000,2016-SEP-27
119,1041812,516029,96174,227,105220000,2016-SEP-27
120,1039216,516452,96161,227,105370000,2016-SEP-29
121,1041311,517088,95958,226,105430000,2016-SEP-29
122,1042013,517231,95812,227,105500000,2016-SEP-30
123,1042540,516909,96076,227,105430000,2016-OCT-01
124,1042512,516921,95965,227,105500000,2016-OCT-02
125,1042322,516734,95956,227,105650000,2016-OCT-03
126,1043972,517858,95965,227,105850000,2016-OCT-04
127,1044087,517770,96045,227,106000000,2016-OCT-05
128,1044281,517648,96095,227,106060000,2016-OCT-06
129,1044708,517909,96142,227,106170000,2016-OCT-08
130,1045243,518211,96142,227,106100000,2016-OCT-09
131,1045435,518315,96132,227,106140000,2016-OCT-10
132,1045513,518390,96132,227,106280000,2016-OCT-10
133,1046031,518736,96131,227,106410000,2016-OCT-11
134,1046664,519047,96152,227,106500000,2016-OCT-12
135,1046667,518981,96208,227,106530000,2016-OCT-13
136,1048568,520251,96308,227,106590000,2016-OCT-14
137,1045678,516767,96483,227,106520000,2016-OCT-16
138,1045877,516908,96483,227,106540000,2016-OCT-16
139,1046298,517211,96477,227,106700000,2016-OCT-17
