"","Properties_Worldwide","Vacation_Rentals","Destinations","Countries","Review_Count","Date"
"162",669847,293834,78966,212,49740000,2015-06-12
"163",672095,294233,78882,212,49770000,2015-06-13
"164",672092,294302,79033,212,49780000,2015-06-15
"165",672906,294633,79064,212,49870000,2015-06-16
"167",675202,295840,79223,212,50010000,2015-06-18
"169",675189,295397,79289,212,50160000,2015-06-19
"170",676602,296269,79306,212,50170000,2015-06-21
"172",676342,296007,79376,212,50200000,2015-06-22
"173",677286,296573,79376,214,50190000,2015-06-23
"174",680481,299057,79483,214,50240000,2015-06-25
"175",680481,299057,79483,214,50230000,2015-06-26
"177",681316,299148,79554,214,50310000,2015-06-27
"178",683418,301129,79659,214,50270000,2015-06-29
"179",684611,302022,79685,214,50320000,2015-06-30
"181",686081,303106,79695,214,50440000,2015-07-02
"182",687374,304031,79745,214,50480000,2015-07-03
"183",687663,303880,79786,214,50570000,2015-07-04
"184",687736,303974,79792,214,50610000,2015-07-05
"185",687610,303860,79799,214,50600000,2015-07-06
"187",688743,304531,79794,214,50540000,2015-07-07
"188",689836,305089,79841,214,50650000,2015-07-08
"189",690915,305597,79870,215,50710000,2015-07-10
"190",693422,306975,80096,215,50780000,2015-07-11
"191",693422,306975,80096,215,50820000,2015-07-12
"193",693899,307260,80146,215,50900000,2015-07-14
"195",694746,307628,80179,215,51040000,2015-07-15
"196",696685,308796,80300,215,51110000,2015-07-17
"197",698029,309743,80378,215,51250000,2015-07-18
"198",697644,309415,80393,215,51300000,2015-07-19
"199",697468,309286,80386,215,51320000,2015-07-20
"201",697913,309540,80384,216,51390000,2015-07-21
"202",699984,311062,80405,216,51540000,2015-07-22
"203",701118,311792,80521,217,51610000,2015-07-23
"204",700803,311950,80605,218,51730000,2015-07-24
"205",701989,312306,80615,218,51810000,2015-07-26
"206",701825,312157,80619,218,51820000,2015-07-27
"208",702080,311333,80718,219,52040000,2015-07-29
"209",703061,311610,80723,219,52190000,2015-07-30
"210",704223,312215,80787,219,52300000,2015-07-31
"211",706410,312684,80900,219,52490000,2015-08-01
"212",705640,312168,80940,219,52460000,2015-08-03
"213",705640,312168,80940,219,52600000,2015-08-04
"214",707576,313157,81054,220,52590000,2015-08-05
"215",710846,315912,81138,220,52760000,2015-08-06
"217",712164,316618,81198,220,53020000,2015-08-07
"218",713143,317103,81242,220,53090000,2015-08-09
"219",713143,317103,81242,220,53150000,2015-08-10
"220",713462,316972,81289,220,53300000,2015-08-11
"221",714994,317268,81334,220,53390000,2015-08-12
"222",714994,317268,81334,220,53610000,2015-08-13
"224",716718,317583,82825,220,53720000,2015-08-15
"225",716448,317371,82845,220,53790000,2015-08-16
"226",716448,317371,82845,220,53810000,2015-08-17
"227",717000,317568,82843,221,53980000,2015-08-18
"229",717996,318240,82994,221,54250000,2015-08-20
"231",718923,318605,83065,221,54490000,2015-08-21
"232",719477,318536,83115,221,54560000,2015-08-23
"233",719201,318275,83089,221,54560000,2015-08-24
"235",719429,318441,83093,221,54790000,2015-08-26
"236",720613,319107,83244,221,54990000,2015-08-27
"237",781129,359823,83312,221,55060000,2015-08-28
"238",781129,359823,83329,221,55200000,2015-08-29
"239",781129,359823,83322,221,55260000,2015-08-30
"240",781129,359823,83304,221,55250000,2015-08-31
"241",784467,361411,83398,221,55400000,2015-09-01
"242",784988,361730,83464,221,55610000,2015-09-02
"243",785933,362027,83518,221,55930000,2015-09-03
"244",786417,362145,83518,221,56070000,2015-09-04
"245",787290,362721,83561,221,56260000,2015-09-05
"247",787290,362721,83636,221,56370000,2015-09-06
"248",788473,363192,83621,221,56710000,2015-09-08
"250",790081,363985,83703,221,57220000,2015-09-09
"251",791425,364564,83894,221,57550000,2015-09-12
"252",792580,365316,83947,221,57660000,2015-09-13
"253",792706,365388,83909,221,57790000,2015-09-14
"254",792699,365407,83902,221,57990000,2015-09-15
"255",792699,365407,83903,221,58190000,2015-09-16
"256",794382,366118,83922,221,58480000,2015-09-17
"257",795022,366302,83911,221,58620000,2015-09-18
"259",795803,366780,83877,221,58800000,2015-09-19
"260",795803,366780,83917,221,59020000,2015-09-20
"261",798337,368059,83886,221,59220000,2015-09-21
"262",801179,370582,83877,221,59390000,2015-09-23
"264",802167,371165,83896,221,59790000,2015-09-24
"265",802918,371507,82670,221,59970000,2015-09-26
"266",803565,371720,82668,221,60060000,2015-09-27
"267",804221,371945,82655,221,60180000,2015-09-28
"269",804427,372082,82843,221,60530000,2015-09-30
"270",805126,372461,82894,221,60940000,2015-10-01
"271",805126,372461,83004,221,61120000,2015-10-03
"272",805126,372461,83025,221,61210000,2015-10-04
"273",805126,372461,83016,221,61310000,2015-10-05
"274",805126,372461,82986,221,61480000,2015-10-06
"275",805126,372461,83033,221,61650000,2015-10-07
"276",805126,372461,83033,221,61910000,2015-10-08
"277",805126,372461,83065,221,62030000,2015-10-09
"278",805126,372461,83079,221,62190000,2015-10-10
"279",805126,372461,83184,221,62290000,2015-10-11
"280",805126,372461,83183,221,62380000,2015-10-12
"281",811362,375327,83184,221,62550000,2015-10-13
"282",812051,375638,83225,221,62690000,2015-10-14
"284",812631,375926,83144,221,63090000,2015-10-15
"285",813115,376098,83237,221,63250000,2015-10-16
"286",814119,376591,83274,221,63340000,2015-10-18
"288",814164,376635,83256,221,63610000,2015-10-20
"289",815867,377502,83258,221,63760000,2015-10-21
"291",816843,377917,83288,221,64110000,2015-10-22
"292",817504,378204,83443,221,64240000,2015-10-23
"293",817973,378537,83512,221,64330000,2015-10-25
"295",818623,378717,83501,221,64620000,2015-10-26
"296",819150,378878,83447,221,64760000,2015-10-27
"297",819030,378512,83557,220,65010000,2015-10-29
"299",818868,378019,83584,220,65290000,2015-10-31
"301",819273,378199,83520,220,65460000,2015-11-02
"302",820030,378583,83510,220,65620000,2015-11-03
"304",821406,379229,83573,220,65980000,2015-11-04
"305",822074,379523,83366,220,66070000,2015-11-06
"307",824054,380430,83581,220,66210000,2015-11-07
"308",824334,380611,83626,220,66370000,2015-11-09
"309",824334,380611,83626,220,66520000,2015-11-10
"311",827339,381972,83853,220,66860000,2015-11-12
"312",827339,381972,83853,220,66950000,2015-11-13
"314",828666,382739,83974,220,67150000,2015-11-15
"316",828735,382791,83960,220,67370000,2015-11-16
"317",828735,382791,83989,220,67480000,2015-11-17
"318",830548,383635,82851,220,67670000,2015-11-18
"319",831542,384121,83135,220,67760000,2015-11-20
"320",833906,385524,83147,220,67890000,2015-11-21
"322",834117,385653,83178,220,68030000,2015-11-23
"323",834230,385732,83202,219,68160000,2015-11-24
"325",836308,387151,83151,220,68450000,2015-11-25
"326",836895,387326,83283,220,68530000,2015-11-26
"327",836873,387245,83313,220,68640000,2015-11-27
"328",836749,387074,83568,220,68700000,2015-11-29
"330",836614,387004,83555,220,68900000,2015-11-30
"331",834397,385775,83562,220,69000000,2015-12-02
"332",834843,385631,83540,220,69190000,2015-12-03
"334",835802,385558,83547,220,69360000,2015-12-05
"335",835430,385210,83547,220,69420000,2015-12-06
"337",835453,385233,83547,220,69610000,2015-12-08
"338",836578,386240,83558,220,69710000,2015-12-09
"339",837377,387089,83718,220,69910000,2015-12-10
"340",837541,387017,83718,220,69990000,2015-12-11
"341",837338,386916,83730,220,70140000,2015-12-12
"342",838430,387798,83706,221,70200000,2015-12-13
"344",838401,387767,83702,221,70390000,2015-12-15
"345",840937,390001,83683,221,70480000,2015-12-16
"347",841888,389759,83783,221,70730000,2015-12-17
"348",842300,389977,83984,221,70780000,2015-12-18
"349",842122,389944,83866,221,70780000,2015-12-20
"350",842198,389988,84068,221,70780000,2015-12-21
"352",842607,390318,83698,221,70780000,2015-12-23
"354",843925,390639,83914,221,71160000,2015-12-24
"355",844483,390567,83794,221,71200000,2015-12-26
"356",844493,390596,83948,221,71220000,2015-12-27
"358",844558,390658,83965,221,71310000,2015-12-29
"359",846107,391171,84077,221,71530000,2015-12-30
"360",846107,391171,84077,221,71760000,2015-12-31
"361",846058,391070,84281,221,71960000,2016-01-01
"362",846058,391070,84119,221,72050000,2016-01-02
"363",844443,390268,84070,221,72160000,2016-01-04
"364",844344,390205,84114,221,72400000,2016-01-05
"365",844344,390205,84114,221,72580000,2016-01-06
"367",845597,391033,84051,221,72910000,2016-01-07
"368",845791,391214,84215,221,73070000,2016-01-08
"369",846291,391523,84238,221,73160000,2016-01-10
"371",846779,391737,84261,221,73250000,2016-01-12
"373",846937,391784,84265,221,73540000,2016-01-14
"375",847450,392070,84370,221,73820000,2016-01-16
"376",856466,392236,84416,221,73910000,2016-01-17
"378",856652,392351,84451,221,74050000,2016-01-18
"379",857036,392538,84451,221,74320000,2016-01-19
"380",855160,392820,84400,221,74050000,2016-01-21
"382",850949,393238,84615,221,74670000,2016-01-23
"383",855677,393321,84615,221,74730000,2016-01-24
"384",855827,393416,84644,221,74800000,2016-01-25
"385",855827,393416,84644,221,74930000,2016-01-26
"387",854976,392297,84658,221,75240000,2016-01-27
"388",855213,392387,84692,221,75320000,2016-01-29
"389",854405,392045,85106,221,75440000,2016-01-30
"391",854553,392147,85134,221,75600000,2016-02-01
"393",854611,392231,85090,221,75840000,2016-02-03
"395",855387,392545,85095,221,76120000,2016-02-05
"397",856962,393597,85210,222,76290000,2016-02-07
"398",857126,393680,85678,222,76360000,2016-02-08
"399",857126,393680,85685,222,76500000,2016-02-09
"401",858881,394980,85747,222,76780000,2016-02-11
"403",859494,395318,85731,223,77020000,2016-02-13
"404",855135,390759,85769,223,77080000,2016-02-14
"406",855390,390909,85889,223,77320000,2016-02-15
"407",856183,391389,85879,223,77450000,2016-02-16
"408",857403,391939,85976,223,77710000,2016-02-18
"409",857403,391939,85976,223,77820000,2016-02-19
"410",857074,391513,86015,223,77950000,2016-02-20
"412",857943,391988,86094,223,78120000,2016-02-21
"413",858032,392052,86087,223,78280000,2016-02-23
"415",859192,392898,86108,223,78610000,2016-02-24
"416",861656,395012,86228,223,78700000,2016-02-25
"417",862233,395304,86591,223,78820000,2016-02-27
"418",863193,395797,86679,223,78880000,2016-02-28
"419",863193,395797,86679,223,78970000,2016-02-29
"420",863136,395733,86682,223,79130000,2016-03-01
"422",863444,396277,86754,223,79470000,2016-03-03
"424",864886,397232,86878,224,79660000,2016-03-04
"425",865683,397618,86929,224,79720000,2016-03-05
"426",865874,397745,86938,224,79800000,2016-03-06
"427",865988,397824,86948,224,79950000,2016-03-08
"428",866296,397985,86973,224,80050000,2016-03-09
"430",868595,398949,86932,224,80340000,2016-03-11
"431",868595,398949,86932,224,80460000,2016-03-12
"433",869434,399473,87191,224,80600000,2016-03-14
"435",870696,400234,87253,224,80870000,2016-03-16
"437",870984,400233,87290,224,81160000,2016-03-17
"438",871418,400519,87314,224,81290000,2016-03-19
"439",872668,401478,87361,224,81350000,2016-03-20
"440",872876,401616,87395,224,81440000,2016-03-21
"441",873011,401702,87394,224,81600000,2016-03-22
"443",873505,402043,87465,224,81930000,2016-03-23
"444",874686,402901,87516,224,82020000,2016-03-24
"445",875502,403356,87542,224,82160000,2016-03-25
"446",876112,403755,87553,224,82230000,2016-03-26
"447",879563,406195,87817,224,82330000,2016-03-28
"448",879796,406346,87855,224,82510000,2016-03-29
"450",879837,406315,87830,224,83000000,2016-03-30
"451",877870,406318,87776,224,83120000,2016-04-01
"452",880700,407046,87840,224,83280000,2016-04-02
"454",884011,410029,87854,224,83470000,2016-04-03
"455",884174,410148,87888,224,83660000,2016-04-04
"456",884642,410372,88020,224,83780000,2016-04-06
"457",884642,410372,88020,224,84020000,2016-04-07
"458",885073,410660,88187,224,84120000,2016-04-08
"460",886256,411348,88226,224,84340000,2016-04-10
"461",921527,437593,90449,224,92310000,2016-06-02
"463",922425,438211,90588,224,92520000,2016-06-04
"465",924379,439330,90600,224,92520000,2016-06-05
"466",924665,439526,90645,224,92740000,2016-06-07
"467",925405,439942,90706,224,92740000,2016-06-08
"468",926521,440508,90776,224,93170000,2016-06-09
"470",927728,441235,90858,224,93440000,2016-06-10
"471",930793,443595,90802,224,93600000,2016-06-11
"472",933989,446107,90971,224,93630000,2016-06-12
"473",934835,446727,91085,224,93820000,2016-06-14
"475",937312,448699,91212,224,94030000,2016-06-16
"477",940759,450671,91578,223,94250000,2016-06-18
"479",944898,453305,91744,224,94710000,2016-06-20
"481",945425,453697,91800,224,94730000,2016-06-21
"482",948952,456200,91927,224,95120000,2016-06-23
"484",950752,457330,92081,224,95520000,2016-06-24
"485",953055,458980,92124,224,95520000,2016-06-25
"486",954376,459785,92156,224,95770000,2016-06-26
"487",955351,460503,92241,224,96090000,2016-06-28
"488",960015,463472,92419,224,96140000,2016-06-29
"489",962013,464848,92419,224,96340000,2016-06-30
"491",964529,467155,92590,224,96630000,2016-07-01
"492",966975,469926,92653,224,97000000,2016-07-02
"493",967418,470311,92682,224,97000000,2016-07-03
"494",967955,470704,92622,224,96960000,2016-07-04
"495",968291,470958,92638,224,96960000,2016-07-05
"496",970241,472313,92941,224,97210000,2016-07-07
"498",971643,473017,92977,224,97480000,2016-07-08
"499",973049,473979,93071,224,97480000,2016-07-09
"500",974097,474632,93038,224,97510000,2016-07-10
"501",974537,474946,93071,224,97510000,2016-07-11
"502",975749,475727,93073,224,97690000,2016-07-13
"504",975749,475727,93194,224,98080000,2016-07-14
"505",980024,479040,93442,224,98080000,2016-07-15
"506",978096,476282,93417,224,98230000,2016-07-17
"507",978442,476511,93387,224,98230000,2016-07-18
"508",978524,476589,93387,224,98200000,2016-07-19
"509",986618,483737,93686,224,98500000,2016-07-20
"511",987612,484351,93725,224,98500000,2016-07-21
"512",989333,485312,93873,224,98760000,2016-07-23
"513",990369,485931,93813,224,98720000,2016-07-24
"515",990841,486243,93901,224,98780000,2016-07-25
"516",991492,486542,93928,224,98940000,2016-07-27
"517",992859,487208,94022,224,99350000,2016-07-28
"519",994001,487896,94051,224,99350000,2016-07-30
"521",995786,489551,94162,224,99530000,2016-08-01
"523",996308,489940,94053,224,99540000,2016-08-03
"525",1007490,498660,94176,224,100200000,2016-08-04
"526",1007490,498660,94670,224,100250000,2016-08-06
"528",1007490,498660,94718,224,100270000,2016-08-07
"529",1011545,501582,94754,224,100400000,2016-08-08
"530",1013000,502543,94759,224,100460000,2016-08-09
"531",1013000,502543,94821,224,100790000,2016-08-10
"532",1013000,502543,94889,225,100940000,2016-08-11
"533",1013000,502543,94900,225,101010000,2016-08-13
"534",1013000,502543,95036,225,100950000,2016-08-14
"536",1013000,502543,95037,225,101180000,2016-08-15
"537",1013000,502543,95136,225,101450000,2016-08-16
"538",1013000,502543,95259,225,101610000,2016-08-18
"539",1013000,502543,95286,224,101720000,2016-08-19
"541",1013000,502543,95378,224,101640000,2016-08-20
"542",1013000,502543,95378,224,101810000,2016-08-22
"543",1013000,502543,95503,224,101920000,2016-08-23
"545",1023582,509311,95548,224,102310000,2016-08-25
"547",1025593,510523,95641,224,102420000,2016-08-26
"548",1026197,510936,95647,224,102340000,2016-08-28
"550",1026377,511063,95721,224,102590000,2016-08-29
"551",1026877,511399,95736,224,102870000,2016-08-31
"552",1027450,511780,95812,224,103040000,2016-09-01
"553",1028065,512123,95845,224,103130000,2016-09-02
"555",1030114,513208,95913,225,103080000,2016-09-03
"556",1030395,513411,95915,225,103170000,2016-09-04
"557",1030560,513526,95539,225,103300000,2016-09-05
"558",1031409,514129,95879,225,103520000,2016-09-06
"559",1032417,514565,95997,225,103720000,2016-09-08
"560",1033039,514864,95997,225,103790000,2016-09-09
"562",1033319,514408,95997,225,103710000,2016-09-11
"563",1033483,514504,95877,225,103670000,2016-09-12
"565",1034157,514562,96223,226,103680000,2016-09-14
"566",1035371,515505,96223,226,103710000,2016-09-15
"567",1035922,515972,96183,226,103950000,2016-09-16
"569",1038369,517119,96169,227,104090000,2016-09-18
"571",1038794,517298,96043,227,104350000,2016-09-19
"572",1041871,519972,96043,226,104550000,2016-09-20
"573",1043272,518239,96193,226,104650000,2016-09-22
"575",1043395,518201,96116,226,104820000,2016-09-24
"577",1041560,516005,96168,226,104830000,2016-09-25
"578",1041596,516016,96063,226,105000000,2016-09-27
"580",1039216,516452,96161,227,105370000,2016-09-29
"582",1042013,517231,95812,227,105500000,2016-09-30
"583",1042540,516909,96076,227,105430000,2016-10-01
"584",1042512,516921,95965,227,105500000,2016-10-02
"585",1042322,516734,95956,227,105650000,2016-10-03
"586",1043972,517858,95965,227,105850000,2016-10-04
"587",1044087,517770,96045,227,106000000,2016-10-05
"588",1044281,517648,96095,227,106060000,2016-10-06
"589",1044708,517909,96142,227,106170000,2016-10-08
"590",1045243,518211,96142,227,106100000,2016-10-09
"591",1045435,518315,96132,227,106140000,2016-10-10
"593",1046031,518736,96131,227,106410000,2016-10-11
"594",1046664,519047,96152,227,106500000,2016-10-12
"595",1046667,518981,96208,227,106530000,2016-10-13
"596",1048568,520251,96308,227,106590000,2016-10-14
"597",1045678,516767,96483,227,106520000,2016-10-16
"599",1046298,517211,96477,227,106700000,2016-10-17
"600",1073647,535525,96745,227,108650000,2016-11-17
"601",1077428,537952,96745,227,108690000,2016-11-19
"602",1077428,537952,96745,227,108600000,2016-11-20
"603",1078931,540847,96745,227,108630000,2016-11-21
"605",1079932,541456,96745,227,108810000,2016-11-22
"606",1081887,542781,96746,227,108850000,2016-11-24
"608",1085878,545754,96747,227,108850000,2016-11-26
"609",1087110,546542,96747,227,108860000,2016-11-27
"611",1087412,546780,96747,227,108800000,2016-11-29
"613",1089150,548005,96747,227,108900000,2016-12-01
"614",1089242,548398,96747,227,108870000,2016-12-02
"616",1092768,552052,96747,227,108770000,2016-12-03
"617",1093098,552305,96747,227,108760000,2016-12-04
"618",1093311,552452,96747,227,108920000,2016-12-05
"619",1095221,553889,96747,227,109050000,2016-12-07
"620",1096494,554628,96748,227,109120000,2016-12-08
"621",1097953,555421,96749,227,109140000,2016-12-09
"622",1100555,557359,102665,227,109230000,2016-12-10
"624",1101974,558357,102594,227,109290000,2016-12-12
"626",1102787,558788,102613,227,109650000,2016-12-14
"628",1106524,561514,102595,226,109720000,2016-12-16
"629",1107966,562472,102538,226,109790000,2016-12-17
"630",1108924,563164,102489,226,109760000,2016-12-18
"631",1109210,563358,102489,226,109800000,2016-12-19
"632",1109321,563450,102489,226,109960000,2016-12-20
"633",1110385,564146,102484,226,110060000,2016-12-21
"634",1111676,564943,102488,226,110160000,2016-12-22
"635",1113679,566531,102488,226,110190000,2016-12-23
"637",1115037,567590,104375,226,110220000,2016-12-24
"638",1115037,567590,104375,226,110280000,2016-12-25
"639",1115144,567626,104375,226,110370000,2016-12-27
"641",1113953,566987,104375,226,110540000,2016-12-28
"642",1113953,566987,104289,226,110590000,2016-12-30
"644",1113953,566987,104243,226,110650000,2016-12-31
"645",1113953,566987,104206,226,110720000,2017-01-01
"646",1113953,566987,104210,225,110830000,2017-01-02
"647",1113953,566987,104217,225,111000000,2017-01-03
"648",1113953,566987,104193,225,111130000,2017-01-05
"649",1113953,566987,104193,225,111050000,2017-01-06
"650",1113953,566987,104181,225,111170000,2017-01-07
"656",1113953,566987,104158,225,111140000,2017-01-08
"658",1113953,566987,104145,225,111290000,2017-01-09
"659",1113953,566987,104182,225,111410000,2017-01-11
"661",1121654,572176,104636,225,111570000,2017-01-12
"662",1122407,572544,104647,225,111620000,2017-01-14
"664",1126115,575212,104901,225,111660000,2017-01-16
"666",1127362,576020,104970,225,111890000,2017-01-17
"667",1125104,573329,105021,225,111990000,2017-01-18
"668",1125104,573329,104751,225,112010000,2017-01-20
"669",1126624,574139,104748,225,112070000,2017-01-21
"671",1127462,574662,104846,225,112070000,2017-01-22
"672",1127692,574842,104867,225,112190000,2017-01-24
"674",1133584,579037,104885,225,112410000,2017-01-26
"676",1136459,581031,105170,225,112540000,2017-01-28
"678",1137020,581419,105268,225,112530000,2017-01-30
"679",1136997,581306,105263,225,112710000,2017-01-31
"680",1134628,579128,105307,225,112800000,2017-02-01
"681",1135061,579232,105317,225,112890000,2017-02-02
"682",1135949,579898,105443,225,112950000,2017-02-03
"683",1134267,578330,105453,225,113040000,2017-02-04
"684",1136629,580269,105559,225,113000000,2017-02-05
"686",1137273,580752,105637,225,113140000,2017-02-07
"687",1138034,581232,105637,225,113310000,2017-02-08
"688",1138696,581218,105680,225,113370000,2017-02-09
"690",1141878,583516,105784,225,113430000,2017-02-11
"691",1142510,583733,105805,225,113410000,2017-02-12
"693",1143563,584364,105902,225,113630000,2017-02-14
"694",1143840,584587,105971,225,113700000,2017-02-15
"695",1146235,586502,105963,225,113800000,2017-02-16
"696",1149207,588353,106098,225,113820000,2017-02-17
"698",1150380,588942,106188,225,113860000,2017-02-19
"700",1152868,590900,106270,225,114010000,2017-02-20
"701",1153133,591103,106313,225,114140000,2017-02-22
"702",1154083,591644,106319,225,114190000,2017-02-23
"703",1154462,591509,106349,225,114230000,2017-02-24
"704",1155869,592546,106395,225,114230000,2017-02-25
"706",1157152,593445,106473,225,114220000,2017-02-27
"707",1157152,593445,106504,225,114340000,2017-02-28
"708",1155899,591686,106504,225,114470000,2017-03-01
"710",1154409,590478,106683,225,114550000,2017-03-02
"711",1155504,591079,106617,225,114650000,2017-03-03
"712",1157399,592463,106633,226,114580000,2017-03-04
"713",1158697,592903,106703,226,114690000,2017-03-06
"714",1160281,594362,106749,226,114770000,2017-03-07
"716",1161773,595265,106883,227,115030000,2017-03-09
